,Timestamp,Metadata,Headline,URL,ShortDesc
10,2018-01-05T11:17:02+00:00,technology, Amazon Plans Bid for Premier League Streaming Rights ,https://www.bloomberg.com/news/articles/2018-01-05/amazon-is-said-to-plan-bid-for-premier-league-streaming-rights," auction there has been speculation that one or more of the digital giants, such as Amazon or Facebook Inc. might take on the traditional broadcasters for the first time, potentially causing an uplift... "
11,2018-01-05T07:29:49+00:00,, Brexit Bulletin: How the Deal Could Unravel ,https://www.bloomberg.com/news/articles/2018-01-05/brexit-bulletin-how-the-deal-could-unravel," assistance from Ian Wishart and Alex MoralesFor more on Brexit follow Bloomberg on Twitter, Facebook and Instagram... "
12,2018-01-04T21:45:08+00:00,, Your Evening Briefing ,https://www.bloomberg.com/news/articles/2018-01-04/your-evening-briefing, Zuckerberg wants to fix Facebook. The CEO pledged to stop the spread of hate speech and fake news that's bedeviled his social network. He vowed to take a comprehensive look at Facebook’s role in society... 
13,2018-01-04T22:28:20+00:00,technology, Mark Zuckerberg Says Facebook to Look Into Cryptocurrency ,https://www.bloomberg.com/news/articles/2018-01-04/mark-zuckerberg-says-facebook-to-look-into-cryptocurrency, Facebook Inc. Chief Executive Officer Mark Zuckerberg gave cryptocurrency enthusiasts a little optimism for the new year.Zuckerberg referenced cryptocurrencies in a posting Thursday in which he... 
14,2018-01-04T17:08:13+00:00,technology, Zuckerberg Says Fixing Facebook Is His Personal Goal for 2018 ,https://www.bloomberg.com/news/articles/2018-01-04/zuckerberg-says-fixing-facebook-is-his-personal-goal-for-2018," outlines a personal goal for the coming 12 months, said this year’s objective is fixing Facebook.Facebook, the social network Zuckerberg founded in 2004 and runs as chief executive officer, “has... "
15,2018-01-04T16:26:05+00:00,, Angela Merkel Takes On Facebook: Bloomberg QuickTake (Audio) ,https://www.bloomberg.com/news/audio/2018-01-04/angela-merkel-takes-on-facebook-bloomberg-quicktake-audio, This Bloomberg QuickTake looks at how the Radio +1-212-617-5560 Running time 01:12... 
16,2018-01-03T12:00:09+00:00,technology, My New New Year’s Resolution ,https://www.bloomberg.com/news/articles/2018-01-03/my-new-new-year-s-resolution,"  ""2018 is going to be an interesting year for Facebook. I’m hearing a lot of people’s New Year's resolution is less (and often giving up Facebook),"" tweeted Creative Strategies' Ben Bajarin.I haven't... "
17,2017-12-29T13:00:29+00:00,gadfly, Facebook's Fidji Simo Wants to Make Sure You're Really Watching ,https://www.bloomberg.com/gadfly/articles/2017-12-29/facebook-s-fidji-simo-wants-to-make-sure-you-re-really-watching," series, Facebook can increase its hold on people's time and turn their attention into advertising revenue. Facebook's video strategy has continued to morph under Simo's watch. Facebook initially... "
18,2017-12-21T12:30:12+00:00,gadfly, Ghost of 1972 and Nifty Fifty Hangs Eerily Over Stocks ,https://www.bloomberg.com/gadfly/articles/2017-12-21/ghost-of-1972-and-nifty-fifty-hangs-eerily-over-stocks," are once again chasing a select group of highflying companies.The so-called FAANG stocks -- Facebook, Amazon, Apple, Netflix and Google parent Alphabet -- are fetching prices that would make the... "
19,2017-12-21T08:00:00+00:00,markets," Crypto, Taxes & Volatility: What Hedge Funds Are Eyeing in 2018 ",https://www.bloomberg.com/news/articles/2017-12-21/crypto-taxes-volatility-what-hedge-funds-are-eyeing-in-2018," credit, illiquid securities and those that benefit from momentum trading, including FANG stocks — Facebook Inc., Amazon.com Inc., Netflix Inc. and Google, London hedge fund manager George Papamarkakis... "
20,2018-06-25T10:00:32+00:00,view, Google and Facebook Turn On the Fake Riviera Charm ,https://www.bloomberg.com/view/articles/2018-06-25/google-and-facebook-turn-on-the-fake-riviera-charm," Silicon Valley giants were eager to peddle the same conciliatory narrative. It’s important for Facebook Inc. and Alphabet Inc.’s Google to not be seen as too dominant, for fear of riling the regulators... "
21,2018-06-24T22:00:00+00:00,technology, Google Tackles Facebook in India With Hyper-Local Social Network ,https://www.bloomberg.com/news/articles/2018-06-24/google-tackles-facebook-in-india-with-hyper-local-social-network," analyst, Satish Meena.Google has long aspired to be the go-to platform in India, where rivals Facebook Inc. and its WhatsApp messaging service have already amassed a huge user base and Amazon Inc... "
22,2018-06-25T23:18:55+00:00,technology," Naspers CEO Talks Tencent Stake, Taking on Netflix and Facebook ",https://www.bloomberg.com/news/videos/2018-06-25/naspers-ceo-on-tencent-stake-taking-on-netflix-and-facebook-video," Source: Bloomberg, 10:42Africa’s biggest company by market cap reported a 72 percent increase in full-year earnings. Naspers credits classified advertising and its e-commerce business for the boost... "
23,2018-06-23T12:00:20+00:00,politics," The Border, AR-15s, Drones and Dogs: Balance of Power’s Weekend Reads ",https://www.bloomberg.com/politics/articles/2018-06-23/the-border-ar-15s-drones-and-dogs-balance-of-power-s-weekend-reads," morning? Sign up for the Balance of Power newsletter, and follow Bloomberg Politics on Twitter and Facebook for more.President Donald Trump reversed his policy of separating kids from their parents for... "
24,2018-06-27T21:52:36+00:00,, Facebook seeking broadcast rights for Premier League ,https://www.bloomberg.com/news/videos/2018-06-27/facebook-seeking-broadcast-rights-for-premier-league-video," Facebook has emerged as a contender for broadcast rights for the English Premier League, sources say... "
25,2018-06-28T04:00:18+00:00,," McKinsey, Accenture and the End of Madison Avenue as You Know It ",https://www.bloomberg.com/news/articles/2018-06-28/mckinsey-accenture-and-the-end-of-madison-avenue-as-you-know-it, confronting Madison Avenue. Traditional agencies are already under pressure as the likes of Facebook and Google pull in marketing dollars and cut out agency middlemen. But the consultants pose... 
26,2018-06-27T20:42:44+00:00,technology, Rally Fails With Tech Stocks Again a Soft Spot in Trade War ,https://www.bloomberg.com/news/articles/2018-06-27/rally-fails-as-tech-stocks-again-prove-a-soft-spot-in-trade-war," 500 stock in 2018, fell 2.3 percent, leading declines among the FAANG bloc that also includes Facebook Inc., Amazon.com Inc., Apple Inc. and Google-parent Alphabet Inc.Concern about the state of... "
27,2018-06-27T13:51:08+00:00,view," Ritholtz's Reads: Uncertainty, Movies and Activist CEOs ",https://www.bloomberg.com/view/articles/2018-06-27/ritholtz-s-reads-uncertainty-movies-and-activist-ceos, Brexit Short: How Hedge Funds Used Private Polls to Make Millions (Bloomberg)	Teens are ditching Facebook like mad (Fast Company); see also How Old Are Successful Tech Entrepreneurs? (Kellogg Insight)... 
28,2018-06-26T23:00:00+00:00,politics," Porn Detectors, Facebook Tax: Uganda Tightens Grip on Internet ",https://www.bloomberg.com/politics/articles/2018-06-26/porn-detectors-facebook-tax-uganda-tightens-grip-on-internet," If Ugandan authorities have their way, checking Facebook or Twitter will cost you a few cents a day while a state-procured device scans your computer for pornography.They’re just some of the measures... "
29,2018-06-28T23:12:56+00:00,politics, Big Tech Worried as California Law Signals U.S. Privacy Push ,https://www.bloomberg.com/politics/articles/2018-06-28/big-tech-worried-as-california-law-brings-privacy-push-to-u-s," Washington-based lobbying group, said in a statement.Understanding the Facebook-Cambridge Analytica data scandalGoogle and Facebook each gave $200,000 to a committee opposed to the ballot initiative... "
30,2018-05-04T10:00:00+00:00,technology, The Startup That Polices YouTube for Twerk-Averse Advertisers ,https://www.bloomberg.com/news/articles/2018-05-04/the-startup-that-polices-youtube-for-twerk-averse-advertisers," and OpenSlate is scoring some of the clips.Henry said OpenSlate is exploring an offering for Facebook Inc., which is expanding its video service. Longterm, he wants the software to become as successful... "
31,2018-04-09T16:27:35+00:00,technology, Facebook's Zuckerberg to Tell Congress 'I'm Sorry' ,https://www.bloomberg.com/news/videos/2018-04-09/facebook-ceo-zuckerberg-s-testimony-released-ahead-of-hearings-video,                             Bloomberg Intelligence's Paul Sweeney reports on the release of Facebook CEO Mark Zuckerberg's prepared testimony ahead of his appearance in front of Congress on Tuesday... 
32,2018-04-06T23:54:10+00:00,technology," Google, Thiel Feature in Saudi Prince's Silicon Valley Tour ",https://www.bloomberg.com/news/articles/2018-04-06/google-thiel-stand-out-in-saudi-prince-s-silicon-valley-tour," Saudi delegation visited several Silicon Valley corporate campuses, including Apple Inc. and Facebook Inc. But two industry players stood out on the schedule: Alphabet Inc.’s Google and Peter Thiel... "
33,2018-04-06T11:44:24+00:00,," Bloomberg - Daybreak: April 6, 2018 - Hour 1 (Audio) ",https://www.bloomberg.com/news/audio/2018-04-06/bloomberg-daybreak-april-6-2018-hour-1-audio, Director/Chief Economist Wells Fargo Securities LLC Sheryl Kara Sandberg Chief Operating Officer Facebook Inc Michael Bologna Reporter Bloomberg Law Running time 42:50... 
34,2018-04-06T15:00:12+00:00,view, Don't Worry About the Ethics of Self-Driving Cars ,https://www.bloomberg.com/view/articles/2018-04-06/don-t-worry-about-the-ethics-of-self-driving-cars," includes a vaguely worded concept of “the right to explanation.” But judging from the flaws in Facebook’s recent effort to help users understand why they are being targeted for certain ads, this might... "
35,2018-04-06T06:30:27+00:00,, Brexit Bulletin: The To-Do List ,https://www.bloomberg.com/news/articles/2018-04-06/brexit-bulletin-the-to-do-list," in the run-up to Brexit,” the newspaper says.For more on Brexit follow Bloomberg on Twitter, Facebook and Instagram... "
36,2018-04-05T19:30:59+00:00,technology, Sheryl Sandberg Says She 'Believes Deeply' in Zuckerberg's Leadership ,https://www.bloomberg.com/news/videos/2018-04-05/sandberg-says-she-believes-deeply-in-zuckerberg-s-leadership-video,"                                                                            Sheryl Sandberg, Facebook Inc. chief operating officer, comments on Mark Zuckerberg's leadership during an interview with... "
37,2018-04-05T22:08:50+00:00,technology, CalSTRS Will Engage With Facebook in Midst of Scandal on Privacy Issues ,https://www.bloomberg.com/news/articles/2018-04-05/calstrs-will-engage-facebook-to-address-user-privacy-concerns," disgruntled Facebook users by removing his personal account, claiming in a tweet that the social media company’s lack of oversight and poor management was “offensive.” On Wednesday, Facebook CEO Mark... "
38,2018-04-05T20:36:33+00:00,," Bloomberg Baystate Business: Facebook, Tariffs, the Greenway ",https://www.bloomberg.com/news/audio/2018-04-05/bloomberg-baystate-business-facebook-tariffs-the-greenway, Bloomberg Television of Emily Chang’s interview with Facebook COO Sheryl Sandberg.  Paul Sweeney of Bloomberg Intelligence helped analyze Facebook’s troubles.  We talked with Elia Kassoff of Strategic... 
39,2018-04-05T15:05:55+00:00,, Tracking the Facebook apps that track you ,https://www.bloomberg.com/news/videos/2018-04-05/tracking-the-facebook-apps-that-track-you-video,                                   Here's how to see which apps are tracking your data using Facebook  https://bloom.bg/2Jhfsng #tictocnews... 
40,2018-06-15T16:42:49+00:00,politics, Amazon Faces Senators’ Questions About Echo Privacy ,https://www.bloomberg.com/politics/articles/2018-06-15/amazon-facing-questions-from-u-s-senators-about-echo-privacy, Technology companies such as Facebook Inc. and Alphabet Inc.’s Google have been pressed by lawmakers about privacy protections in the wake of revelations that Facebook users’ data were obtained by... 
41,2018-06-14T21:03:19+00:00,, Your Evening Briefing ,https://www.bloomberg.com/news/articles/2018-06-14/your-evening-briefing," English"" approach to explaining monetary policy.What you'll need to know tomorrow	If you're a Facebook user, you're also  a research subject.	The easiest way into the booze business? Get an  MBA... "
42,2018-07-23T20:11:09+00:00,view, Trump Tweets About Amazon Hijack Antitrust Conversation ,https://www.bloomberg.com/view/articles/2018-07-23/trump-tweets-about-amazon-hijack-antitrust-conversation, like Alphabet Inc.’s Google and Facebook Inc.“Amazon’s Antitrust Paradox” could not have been better timed. Google was facing antitrust challenges in Europe. Facebook would soon be embroiled in the... 
43,2018-07-24T21:10:32+00:00,technology, Facebook's Bright Spot: Instagram ,https://www.bloomberg.com/news/videos/2018-07-24/facebook-s-bright-spot-instagram-video, Facebook has problems. The company's under increased regulatory scrutiny around data privacy and faces... 
44,2018-07-24T20:49:45+00:00,pursuits, Ivanka Trump’s Clothing Line to Shut Down ,https://www.bloomberg.com/news/articles/2018-07-24/ivanka-s-clothing-line-to-shut-as-first-daughter-focused-on-d-c," taking no salary and leaving the business in the hands of a caretaker. According to her public Facebook page, she focuses on “job creation, economic empowerment, workforce development and entrepreneurship... "
45,2018-07-24T18:00:00+00:00,technology, Twitter Tightens Process for App Developers to Clean Up Site ,https://www.bloomberg.com/news/articles/2018-07-24/twitter-tightens-process-for-app-developers-to-clean-up-site," are part of Twitter’s efforts to avoid the public scandal that has befallen its larger rival, Facebook Inc. after it was revealed that one of its outside developers gave information on millions of... "
46,2018-06-21T14:13:47+00:00,markets," Facebook Should Be Dumped by All Sustainable Funds, Nordea Says ",https://www.bloomberg.com/news/articles/2018-06-21/facebook-should-be-dumped-by-all-sustainable-funds-nordea-says, “unresponsive” approach at Facebook to Nordea’s efforts to get clarity on how the Cambridge Analytica scandal was being handled.Read Beslik’s Tweet about Nordea’s decision on FacebookBased on the lack of... 
47,2018-06-21T13:43:08+00:00,technology, AT&T Stays in Dealmaking Mode Following Time Warner Megamerger ,https://www.bloomberg.com/news/articles/2018-06-21/at-t-sells-data-center-operations-to-brookfield-for-1-1-billion, come in. The company operates an online ad exchange and could help AT&T challenge Google and Facebook Inc. for a bigger piece of the market. AT&T is in talks to acquire the business for about $1... 
48,2018-06-21T14:04:58+00:00,view, Europe’s Migrant Problem Has an EU Answer ,https://www.bloomberg.com/view/articles/2018-06-21/migrants-test-germany-s-government-and-eu-solidarity," After initial indications that Prime Minister Giuseppe Conte might not attend, he posted on Facebook that he had been convinced to go by Merkel’s assurances that “the draft text published yesterday... "
49,2017-12-21T12:30:12+00:00,gadfly, Ghost of 1972 and Nifty Fifty Hangs Eerily Over Stocks ,https://www.bloomberg.com/gadfly/articles/2017-12-21/ghost-of-1972-and-nifty-fifty-hangs-eerily-over-stocks," are once again chasing a select group of highflying companies.The so-called FAANG stocks -- Facebook, Amazon, Apple, Netflix and Google parent Alphabet -- are fetching prices that would make the... "
50,2018-07-24T20:49:45+00:00,pursuits, Ivanka Trump’s Clothing Line to Shut Down ,https://www.bloomberg.com/news/articles/2018-07-24/ivanka-s-clothing-line-to-shut-as-first-daughter-focused-on-d-c," taking no salary and leaving the business in the hands of a caretaker. According to her public Facebook page, she focuses on “job creation, economic empowerment, workforce development and entrepreneurship... "
51,2018-07-24T18:00:00+00:00,technology, Twitter Tightens Process for App Developers to Clean Up Site ,https://www.bloomberg.com/news/articles/2018-07-24/twitter-tightens-process-for-app-developers-to-clean-up-site," are part of Twitter’s efforts to avoid the public scandal that has befallen its larger rival, Facebook Inc. after it was revealed that one of its outside developers gave information on millions of... "
52,2018-07-26T01:15:13+00:00,, Everything You Need to Know This Morning From Daybreak (Audio) ,https://www.bloomberg.com/news/audio/2018-07-26/everything-you-need-to-know-this-morning-from-daybreak-audio," that happened overnight. The transatlantic trade war appears to have been averted, for now. Facebook faceplanted, missing estimates for both second-quarter revenue and the average number of daily... "
53,2018-07-26T09:00:20+00:00,businessweek," She Launches Spaceships, Sells Rockets, and Deals With Elon Musk ",https://www.bloomberg.com/news/features/2018-07-26/she-launches-spaceships-sells-rockets-and-deals-with-elon-musk," satellite that Facebook Inc. had planned to use after SpaceX sent it to orbit. “The Falcon fireball investigation,” as Musk called it, may have led to a public feud between Musk and Facebook co-founder... "
54,2018-07-26T12:18:03+00:00,view," Ritholtz's Reads: Suckers, Ketchup and the Art of Instagram ",https://www.bloomberg.com/view/articles/2018-07-26/ritholtz-s-reads-suckers-ketchup-and-the-art-of-instagram, My  is-something-up-with-Facebook? morning train reads:	It’s way too soon to declare Trump’s trade war over (Washington Post) but see Trump Just Called Off His Trade War With Europe. Score One... 
55,2018-07-23T20:11:09+00:00,view, Trump Tweets About Amazon Hijack Antitrust Conversation ,https://www.bloomberg.com/view/articles/2018-07-23/trump-tweets-about-amazon-hijack-antitrust-conversation, like Alphabet Inc.’s Google and Facebook Inc.“Amazon’s Antitrust Paradox” could not have been better timed. Google was facing antitrust challenges in Europe. Facebook would soon be embroiled in the... 
56,2018-07-23T17:19:16+00:00,, N.Y. Daily News Cuts Half Its Newsroom in Latest Tronc Move ,https://www.bloomberg.com/news/articles/2018-07-23/n-y-daily-news-slashes-half-its-newsroom-in-latest-tronc-cuts," support their business, most outlets are struggling to compete for online advertising dollars with Facebook Inc. and Google.Meanwhile, newsprint costs have soared since last fall after the Trump administration... "
57,2018-07-23T14:09:30+00:00,markets, Investors Are a Lot Easier to Impress With Earnings This Time Around ,https://www.bloomberg.com/news/articles/2018-07-23/investors-a-lot-easier-to-impress-with-earnings-this-time-around," to adverse trade impact. However, so far the reporting season appears promising.”Amazon and Facebook are scheduled to join the busiest time of the reporting season this week. Profits for S&P 500... "
58,2018-07-23T10:35:18+00:00,politics, Trump Turns All-Caps Ire Toward Iran ,https://www.bloomberg.com/politics/articles/2018-07-23/trump-turns-all-caps-ire-toward-iran," morning? Sign up for the Balance of Power newsletter, and follow Bloomberg Politics on Twitter and Facebook for more.In the war of words between Tehran and Washington, Donald Trump is brandishing the... "
59,2018-07-23T04:37:15+00:00,view, Singapore Hack Is a Speed Bump for $9 Trillion Industry ,https://www.bloomberg.com/view/articles/2018-07-23/singapore-hack-is-a-speed-bump-for-9-trillion-industry," that doing so would improve the quality of care across medical professions, though he posted on Facebook that he was aware of the downsides.Of course, I also knew that the database would be attacked... "
60,2018-07-04T04:50:21+00:00,," Warm in Blankets, Thai Boys Smile, Joke With Rescuer in Cave ",https://www.bloomberg.com/news/articles/2018-07-04/soccer-players-speaking-from-thai-cave-say-they-are-healthy," The video lasting about a minute was recorded sometime Tuesday and was posted on the navy SEAL Facebook page Wednesday morning. The navy later released two more videos of the boys. The boys, aged... "
61,2018-07-03T19:59:41+00:00,view, Lehman Brothers Anniversary: Are We Less Safe Now? ,https://www.bloomberg.com/view/articles/2018-07-03/lehman-brothers-anniversary-are-we-less-safe-now," market capitalization of these and the other tech giants in the dreaded FAAMGs – including also Facebook Inc., Google parent Alphabet Inc. and Microsoft Corp. – is  sucking capital away from traditional... "
62,2018-07-03T08:46:05+00:00,, Facebook Under FBI Probe For Data Scandal ,https://www.bloomberg.com/news/videos/2018-07-03/facebook-under-fbi-probe-for-data-scandal-video, Facebook says it's cooperating with the SEC and the FBI on their reviews of the data transfer to Cambridge... 
63,2018-07-08T10:18:38+00:00,politics," Strike, Curfew Shut Kashmir on Rebel's Death Anniversary ",https://www.bloomberg.com/politics/articles/2018-07-08/strike-curfew-shuts-kashmir-on-rebel-s-death-anniversary, the largest of Kashmir's militant groups as he attracted dozens of new recruits while using Facebook and other social media sites. His death and subsequent protests made the armed rebellion mainstream... 
64,2018-07-07T17:00:01+00:00,politics, Fate of Jailed American Hangs Over Pompeo's Visit to Vietnam ,https://www.bloomberg.com/politics/articles/2018-07-07/fate-of-jailed-american-hangs-over-pompeo-s-visit-to-vietnam, a new cybersecurity that bans internet users from organizing and requires companies such as Facebook Inc. and Alphabet Inc.’s Google to store data locally.Nguyen was accused of urging demonstrators... 
65,2018-07-06T20:09:58+00:00,technology, Mark Zuckerberg Tops Warren Buffett to Become the World’s Third-Richest Person ,https://www.bloomberg.com/news/articles/2018-07-06/zuckerberg-tops-buffett-as-tech-titans-dominate-wealth-ranking," Facebook Inc. co-founder Mark Zuckerberg has overtaken Warren Buffett as the world’s third-richest person, further solidifying technology as the most robust creator of wealth.Zuckerberg, who trails... "
66,2018-07-06T06:00:18+00:00,view, Tech Giants Win Against Media Companies in EU Copyright Battle ,https://www.bloomberg.com/view/articles/2018-07-06/tech-giants-win-against-media-companies-in-eu-copyright-battle," controversial provisions. Article 11 required “information society service providers” such as Google, Facebook or Twitter to pay media companies for the right to carry their content, including the snippets... "
67,2018-06-14T21:03:19+00:00,, Your Evening Briefing ,https://www.bloomberg.com/news/articles/2018-06-14/your-evening-briefing," English"" approach to explaining monetary policy.What you'll need to know tomorrow	If you're a Facebook user, you're also  a research subject.	The easiest way into the booze business? Get an  MBA... "
68,2018-06-14T15:13:14+00:00,view, Apple and Amazon Don’t Need to Buy Hollywood ,https://www.bloomberg.com/view/articles/2018-06-14/apple-and-amazon-don-t-need-to-buy-hollywood," frenzy by media, entertainment and telecom companies is a reaction to Netflix Inc., YouTube, Facebook Inc. and other online hangouts absorbing more of people's time and money. Tech companies should... "
69,2018-06-14T10:00:13+00:00,technology," If You’re A Facebook User, You’re Also a Research Subject ",https://www.bloomberg.com/news/articles/2018-06-14/if-you-re-a-facebook-user-you-re-also-a-research-subject," a business standpoint, people won't want to be on Facebook if Facebook is not positive for them in their lives,” said Rob Sherman, Facebook’s deputy chief privacy officer. “We also have a broader... "
70,2017-12-06T00:57:56+00:00,technology, China Finds Gems in Canadian Tech as Free Trade Talks Stumble ,https://www.bloomberg.com/news/articles/2017-12-06/china-finds-gems-in-canadian-tech-as-free-trade-talks-stumble," part of a broader wave of foreign investors tapping Canadian tech talent, particularly in AI. Facebook Inc. opened its first AI lab in Montreal this fall and Uber Technologies Inc. is building a... "
71,2017-12-05T21:05:13+00:00,technology, Artificial Intelligence Gets Real for Investors: A Timeline ,https://www.bloomberg.com/news/articles/2017-12-05/artificial-intelligence-gets-real-for-investors-a-timeline," Images2017: AlphaGo Zero learns by playing against itself, beats AlphaGo by 100 games to 02017: Facebook switches entirely to neural networks for 4.5 billion translations a day2017: First AI Powered... "
72,2017-12-05T10:00:36+00:00,view, SEC Halts a Silly Initial Coin Offering ,https://www.bloomberg.com/view/articles/2017-12-05/sec-halts-a-silly-initial-coin-offering," cyber scam. (Allegedly.) It launched on Facebook, and its business plan was vague even for a cryptocurrency. From the SEC's complaint:The PlexCoin Facebook Page described the PlexCoin Token as ""the... "
73,2017-12-05T07:41:11+00:00,, Brexit Bulletin: Scuppered ,https://www.bloomberg.com/news/articles/2017-12-05/brexit-bulletin-scuppered," yesterday.Photographer: Dario Pignatelli/BloombergFor more on Brexit follow Bloomberg on Twitter, Facebook and InstagramBefore it’s here, the Brexit Bulletin is on the  Bloomberg Terminal. ... "
74,2018-01-20T11:54:07+00:00,politics, Everything You Need to Know About the U.S. Shutdown ,https://www.bloomberg.com/politics/articles/2018-01-20/everything-you-need-to-know-about-the-u-s-shutdown," as negotiators work to find a solution. Check Bloomberg Politics and follow us on Twitter and Facebook for updates throughout the weekend.And finally ... The last shutdown, in October 2013, lasted... "
75,2018-01-19T11:00:00+00:00,technology, Twitter Analyst Endorsements Pile Up as Turnaround Gains Steam ,https://www.bloomberg.com/news/articles/2018-01-19/twitter-analyst-endorsements-pile-up-as-turnaround-gains-steam," significantly shifting their ad budgets away from Facebook in light of its recent changes.“What brands can’t ignore is that you have most of the world on a Facebook property,” Beasley said. “Twitter needs... "
76,2018-01-17T17:33:27+00:00,politics," Twitter, Facebook, YouTube Support Bid to Restore Net Neutrality ",https://www.bloomberg.com/politics/articles/2018-01-17/twitter-facebook-youtube-support-bid-to-restore-net-neutrality," Facebook Inc., Twitter Inc. and Google’s YouTube on Wednesday told lawmakers that they support a legislative effort to restore net neutrality rules wiped out by the Federal Communications Commission... "
77,2018-01-13T02:58:21+00:00,technology, Facebook Reassures Partners It'll Help Them Adjust to New Policy ,https://www.bloomberg.com/news/articles/2018-01-13/facebook-reassures-partners-it-ll-help-them-adjust-to-new-policy, help them understand and create content that promotes these meaningful interactions on Facebook.”Facebook Chief Executive Officer Mark Zuckerberg said Thursday he’s making changes because feedback... 
78,2018-01-12T21:23:24+00:00,," Bloomberg Markets: Breaking Down Bank Earnings, FaceBook Change ",https://www.bloomberg.com/news/audio/2018-01-12/bloomberg-markets-breaking-down-bank-earnings-facebook-change," Managing Director/Internet Analyst Stifel Nicolaus & Co Inc Discussing caution flag today on Facebook with Jitendra Waral, Bloomberg Intelligence Semiconductors and Hardware Analyst. Ed Slim Founder... "
79,2018-01-13T01:13:41+00:00,technology, Why Facebook Is Shifting Its Focus Back to Friends and Family ,https://www.bloomberg.com/news/videos/2018-01-13/why-facebook-is-shifting-focus-back-to-friends-and-family-video,"                Brian Wieser, Pivotal Research analyst, and Bloomberg’s Selina Wang discuss Facebook's proposed changes to its news feed with Bloomberg's Emily Chang on ""Bloomberg Technology.""... "
80,2017-12-09T16:17:55+00:00,technology, Bitcoin Billionaire Winklevoss Sees Surge of as Much as 20 Fold ,https://www.bloomberg.com/news/articles/2017-12-09/a-winklevoss-sees-bitcoin-surging-as-much-as-20-times-higher," nervous -- but not Winklevoss. He’s one of the famed 36-year-old twins who played an early role in Facebook Inc.’s formation, then dedicated part of their fortune to the cryptocurrency and have since... "
